loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,label
1538158225.609927,1,0,72840.828916125,-0.22027587890625,-0.3697967529296875,-0.8204345703125,72840.83272412501,-0.3418854354677943,0.2399787774075852,-0.9738200063138625,3
1538158225.610844,2,0,72840.838711125,-0.2305145263671875,-0.3652191162109375,-0.8087158203125,,,,,3
1538158225.611328,3,0,72840.848522125,-0.2720489501953125,-0.3730621337890625,-0.7930908203125,,,,,3
1538158225.611927,4,0,72840.85830412501,-0.321441650390625,-0.3810882568359375,-0.777008056640625,72840.85273912501,0.2020487055821316,-0.1134402761091242,-1.0678751328483,3
1538158225.612587,5,0,72840.868124125,-0.2947540283203125,-0.42529296875,-0.799560546875,72840.86274312501,0.3178269708122364,0.03227911030841441,-0.8983726526319177,3
1538158225.612976,6,0,72840.877926125,-0.2320404052734375,-0.49169921875,-0.8802032470703125,,,,,3
1538158225.613631,7,0,72840.88771012501,-0.178070068359375,-0.52642822265625,-0.949310302734375,72840.88275812501,-0.1127033794354993,0.4732016477618574,-0.861347522944873,3
1538158225.614225,8,0,72840.897528125,-0.13671875,-0.5346527099609375,-0.9775238037109375,72840.892762125,-0.4374524385530697,0.2303099047539435,-0.9939055672552402,3
1538158225.619975,9,0,72840.90732912501,-0.131317138671875,-0.548004150390625,-0.9835662841796875,,,,,3
1538158225.647992,10,0,72840.917118125,-0.1418609619140625,-0.547332763671875,-0.987823486328125,72840.91277712501,-0.7370415495882255,-0.4915332508093088,-0.9286932742746878,3
1538158225.648724,11,0,72840.92693112501,-0.13916015625,-0.531158447265625,-0.9736328125,72840.922781125,-0.5715878731770907,-0.6535852715600854,-0.7627631583445378,3
1538158225.649328,12,0,72840.936732125,-0.1589202880859375,-0.4715118408203125,-0.9584197998046875,,,,,3
