nose_x,nose_y,neck_x,neck_y,rshoulder_x,rshoulder_y,relbow_x,relbow_y,rwrist_x,rwrist_y,lshoulder_x,lshoulder_y,lelbow_x,lelbow_y,lwrist_x,lwrist_y,reye_x,reye_y,leye_x,leye_y,label
-0.033333333333333326,-0.08333333333333331,0.0,0.0,-0.2333333333333334,0.0,-0.33333333333333337,0.17592592592592599,-0.18333333333333335,0.23148148148148145,0.25,-0.009259259259259245,0.3666666666666666,0.18518518518518517,0.1499999999999999,0.24074074074074076,-0.1166666666666667,-0.12962962962962962,0.016666666666666607,-0.12962962962962962,texting
-0.033333333333333326,-0.08333333333333331,0.0,0.0,-0.2333333333333334,0.0,-0.33333333333333337,0.17592592592592599,-0.18333333333333335,0.23148148148148145,0.2666666666666666,-0.009259259259259245,0.3666666666666666,0.18518518518518517,0.1499999999999999,0.23148148148148145,-0.1166666666666667,-0.12962962962962962,0.033333333333333326,-0.12962962962962962,texting
-0.036666666666666736,-0.08703703703703713,0.0,0.0,-0.2366666666666667,0.0,-0.33666666666666667,0.17592592592592593,-0.1866666666666666,0.2314814814814814,0.2566666666666666,-0.0092592592592593,0.3633333333333333,0.18888888888888888,0.14666666666666672,0.23518518518518527,-0.12000000000000005,-0.13148148148148153,0.026666666666666727,-0.1296296296296297,texting
-0.043333333333333335,-0.0907407407407409,0.0,0.0,-0.2433333333333333,0.0,-0.33666666666666656,0.1796296296296297,-0.1866666666666666,0.2314814814814814,0.2566666666666664,-0.0092592592592593,0.3566666666666667,0.19259259259259265,0.14000000000000012,0.23148148148148173,-0.12333333333333335,-0.1333333333333334,0.02333333333333365,-0.13148148148148162,texting
-0.04999999999999993,-0.09259259259259278,0.0,0.0,-0.24333333333333323,0.0,-0.33666666666666645,0.18333333333333346,-0.1866666666666666,0.2314814814814814,0.24999999999999967,-0.012962962962962954,0.3500000000000001,0.19444444444444453,0.13333333333333353,0.23148148148148184,-0.12333333333333313,-0.13703703703703715,0.01666666666666705,-0.13518518518518538,texting
-0.04999999999999993,-0.09259259259259278,0.0,0.0,-0.23666666666666664,0.0,-0.3333333333333331,0.18518518518518534,-0.18333333333333335,0.2314814814814814,0.24999999999999967,-0.016666666666666607,0.3500000000000001,0.19259259259259265,0.14000000000000035,0.23148148148148184,-0.11666666666666631,-0.13518518518518535,0.01666666666666705,-0.13703703703703726,texting
-0.04333333333333311,-0.09259259259259278,0.0,0.0,-0.2333333333333334,0.0,-0.3333333333333331,0.18518518518518534,-0.18333333333333335,0.2314814814814814,0.24999999999999967,-0.018518518518518434,0.3500000000000001,0.19074074074074077,0.14666666666666717,0.23148148148148184,-0.12333333333333296,-0.13333333333333353,0.01666666666666705,-0.13333333333333358,texting
-0.03666666666666629,-0.0907407407407409,0.0,0.0,-0.2333333333333334,0.0,-0.3333333333333331,0.18518518518518534,-0.18333333333333335,0.2314814814814814,0.24999999999999967,-0.018518518518518434,0.3500000000000001,0.19074074074074077,0.14333333333333387,0.23148148148148184,-0.12999999999999956,-0.12962962962962987,0.01666666666666705,-0.12962962962962993,texting
-0.03999999999999959,-0.08703703703703713,0.0,0.0,-0.24,0.0,-0.3399999999999998,0.18518518518518534,-0.18666666666666665,0.22962962962962963,0.24999999999999967,-0.018518518518518434,0.3500000000000001,0.19259259259259265,0.13666666666666705,0.23148148148148184,-0.1299999999999995,-0.12777777777777807,0.01666666666666705,-0.12777777777777813,texting
-0.04666666666666641,-0.0796296296296296,0.0,0.0,-0.2466666666666666,0.0037037037037037646,-0.3466666666666665,0.18518518518518534,-0.19333333333333325,0.22962962962962985,0.24999999999999967,-0.01481481481481467,0.3500000000000001,0.1981481481481483,0.13333333333333353,0.2351851851851856,-0.1299999999999995,-0.12037037037037066,0.01666666666666705,-0.12407407407407436,texting
-0.04999999999999982,-0.07592592592592584,0.0,0.0,-0.24666666666666653,0.009259259259259356,-0.34999999999999987,0.18518518518518534,-0.19999999999999984,0.22962962962963007,0.24999999999999967,-0.011111111111110905,0.3500000000000001,0.1981481481481483,0.1266666666666667,0.23888888888888937,-0.1299999999999995,-0.11296296296296324,0.01666666666666705,-0.1203703703703706,texting
-0.04999999999999982,-0.07407407407407396,0.0,0.0,-0.23999999999999994,0.011111111111111238,-0.34999999999999987,0.18703703703703722,-0.19999999999999984,0.23148148148148195,0.24999999999999967,-0.005555555555555369,0.3500000000000001,0.20000000000000018,0.1266666666666667,0.24074074074074125,-0.1333333333333328,-0.11111111111111138,0.010000000000000231,-0.1203703703703706,texting
-0.04999999999999982,-0.07407407407407396,0.0,0.0,-0.23999999999999994,0.009259259259259411,-0.34999999999999987,0.1888888888888891,-0.1933333333333332,0.23148148148148195,0.24999999999999967,-0.005555555555555369,0.3500000000000001,0.1981481481481483,0.13000000000000012,0.24074074074074125,-0.1333333333333328,-0.11296296296296326,0.0033333333333334103,-0.11851851851851877,texting
-0.04999999999999982,-0.07592592592592584,0.0,0.0,-0.2433333333333333,0.009259259259259411,-0.34999999999999987,0.1888888888888891,-0.1866666666666666,0.23148148148148195,0.24999999999999967,-0.007407407407407196,0.3500000000000001,0.1962962962962964,0.13333333333333353,0.24074074074074125,-0.1333333333333328,-0.11481481481481515,0.0033333333333332993,-0.11851851851851877,texting
-0.04999999999999982,-0.08148148148148149,0.0,0.0,-0.23999999999999994,0.005555555555555647,-0.34999999999999987,0.18148148148148158,-0.18333333333333335,0.2277777777777782,0.24999999999999967,-0.012962962962962787,0.3500000000000001,0.19074074074074077,0.13333333333333353,0.2370370370370375,-0.1333333333333328,-0.12222222222222268,0.0033333333333332993,-0.12407407407407439,texting
