442096.899,0.135269165,-0.230178833,-0.927322388,442096.8739,-0.243200403,-0.177579049,-0.191616305
442096.9339,0.160903931,-0.300918579,-0.968231201,442096.9089,-0.035422439,-0.133878972,-0.2812133
442096.9689,0.138504028,-0.221572876,-1.023544312,442096.9439,-0.652795911,-0.32025604,-0.094709732
442097.0039,0.128814697,-0.244064331,-0.947647095,442096.9789,0.041118142,-0.270319373,0.016671921
442097.0389,0.125198364,-0.212585449,-0.9581604,442097.0139,0.119329857,-0.072431856,0.089027345
442097.0738,0.113754272,-0.211853027,-0.959945679,442097.0489,-0.159896724,-0.191558248,0.001971804
442097.1088,0.122512817,-0.225036621,-0.955245972,442097.0839,-0.022044582,-0.094690557,-0.031279626
442097.1439,0.121032715,-0.211364746,-0.953292847,442097.1189,0.103388441,0.029771212,0.035807799
442097.1789,0.120635986,-0.214523315,-0.969909668,442097.1538,0.015979765,-0.008522382,0.011802065
442097.2138,0.128234863,-0.227462769,-0.975250244,442097.1888,0.021586252,0.005348959,-0.037240313
442097.2488,0.121490479,-0.230407715,-0.945236206,442097.2238,0.097438673,0.003216566,-0.031529963
442097.2838,0.110565186,-0.230392456,-0.952651978,442097.2588,0.101536212,0.039387354,-0.015416241
442097.3188,0.118225098,-0.228424072,-0.972625732,442097.2938,0.033037845,0.097922303,-0.020962274
442097.3537,0.110153198,-0.221847534,-0.966812134,442097.3288,0.002350772,0.067090088,-0.060679859
442097.3887,0.116897583,-0.226730347,-0.952606201,442097.3638,0.073063292,0.085208638,-0.096579004
442097.4238,0.140182495,-0.230148315,-0.97517395,442097.3988,0.077243922,0.198033724,-0.122988508
442097.4588,0.155761719,-0.238693237,-0.973358154,442097.4337,0.038026212,0.133139945,-0.153218848
442097.4937,0.196716309,-0.2787323,-0.968948364,442097.4687,0.047910801,0.057593788,-0.169352012
442097.5287,0.150924683,-0.271911621,-0.931625366,442097.5037,0.028568262,-0.065901253,-0.105682222
442097.5637,0.164352417,-0.268493652,-0.937164307,442097.5387,-0.025622273,0.129872246,-0.053205165
442097.5987,0.191253662,-0.271179199,-0.953598022,442097.5737,0.124876156,0.349001402,0.076132319
442097.6336,0.185134888,-0.234085083,-0.954589844,442097.6087,0.178613421,0.437258827,0.171601051
442097.6686,0.212219238,-0.261917114,-0.957611084,442097.6437,0.0948855,0.384121572,0.073927488
442097.7036,0.229003906,-0.277053833,-0.949676514,442097.6787,0.023860858,0.262841216,0.022062425
442097.7387,0.221923828,-0.283889771,-0.946807861,442097.7136,0.051416852,0.214909909,0.078664985
442097.7736,0.207275391,-0.266067505,-0.94493103,442097.7486,0.103365804,0.193567603,0.15679787
442097.8086,0.227249146,-0.266571045,-0.942611694,442097.7836,0.179278945,0.204216785,0.147593453
442097.8436,0.22857666,-0.27532959,-0.96043396,442097.8186,0.18094129,0.198968493,0.050453853
442097.8786,0.234924316,-0.291442871,-0.960403442,442097.8535,0.104422813,0.150055279,-0.003409645
442097.9135,0.227722168,-0.308303833,-0.932846069,442097.8886,0.06302131,0.031930769,-0.006018211
442097.9485,0.217285156,-0.305114746,-0.940490723,442097.9236,0.045765891,0.041491783,0.016333433
442097.9835,0.231216431,-0.297546387,-0.949676514,442097.9586,0.126384304,0.176607528,0.067210196
